ticket_id,customer_id,category,status,created_date,resolved_date
T01977,C0370,Login,Resolved,2025-01-31,2025-02-04
T01978,C0204,Login,Resolved,2025-06-02,2025-06-05
T01979,C0335,Login,Open,2025-06-21,
T01980,C0338,Billing,Open,2025-06-16,
T01981,C0196,Payment,Resolved,2025-04-24,2025-04-30
T01982,C0006,Billing,Resolved,2025-02-01,2025-02-09
T01983,C0329,Account,Resolved,2025-05-31,2025-06-10
T01984,C0294,Login,Resolved,2025-01-25,2025-02-04
T01985,C0093,Login,Resolved,2025-06-15,2025-06-22
T01986,C0153,Account,Resolved,2025-03-25,2025-03-27
T01987,C0366,Account,Resolved,2025-06-29,2025-06-30
T01988,C0202,Account,Open,2025-05-16,
T01989,C0251,Billing,Resolved,2025-05-30,2025-06-08
T01990,C0366,Billing,Open,2025-02-23,
T01991,C0495,Billing,Resolved,2025-06-03,2025-06-06
T01992,C0003,Account,Resolved,2025-03-22,2025-03-24
T01993,C0021,Technical,Resolved,2025-06-17,2025-06-20
T01994,C0045,Account,Resolved,2025-01-09,2025-01-11
T01995,C0064,Account,Resolved,2025-05-20,2025-05-23
T01996,C0217,Billing,Resolved,2025-01-12,2025-01-21
T01997,C0464,Payment,Resolved,2025-04-24,2025-04-27
T01998,C0296,Login,Resolved,2025-05-14,2025-05-20
T01999,C0311,Account,Resolved,2025-06-26,2025-06-28
T02000,C0340,Billing,Resolved,2025-02-18,2025-02-21
